카테고리,채널명,채널ID,설명,구독자 수,영상 수,총 조회수
연예인 인터뷰,스타캐치,UCyyJfrvzjnPfi1k6NQzncQQ,"“놓치면 아쉬운 연예 뉴스, 스타캐치!”
국내외 연예계의 최신 소식과 이슈를 빠르고 정확하게 전해드립니다.
스타들의 인터뷰, 논란, 뒷이야기까지 — 짧지만 핵심만 쏙쏙!
매일매일 터지는 연예계 핫이슈, 지금 바로 확인하세요.
",111,27,197023
연예인 인터뷰,Jiyeon Kim,UCH6-YctxJfPBlJZOtA_srTw,,3,7,2807
리액션 영상,올타구 · 시사 이슈 문화,UCIrTicxp5LiAZ4qz9j6k9QA,"* 후원계좌 (회계 관리자 계좌)
- 은행명 : SC제일은행
- 계좌주 : 송은수
- 계좌번호 : 427 20 127349

올바른 생각! 타인을 배려하는! 구태에 연연하지 않는! 올타구 채널입니다.
일상에서 벌어지고 있는 모든 일들에 All Tag  하며 의미를 부여하겠습니다.

제 영상을 보시는 분들이
일상에서의 새로운 발견, 통찰력, 지혜, 희망과 비전을 찾아 가는 데
도움이 되는 채널이 되도록 하겠습니다. 

모든 영상과 사진, 음원, 자막은 구입하거나 기증 저작물을 사용했습니다. 
기증자나 원저작권자의 소중한 저작물에 누가 되지 않도록 노력하겠습니다.
실수한 부분이 있다면 알려주십시오.

감사합니다.

-------------------------------------------------

This channel name is 'All-Tag'. I'll do 'All-Tag' about everything that's going on in our daily lives. And I'll give it meaning.
I will try to help the viewers find new discoveries, insights, wisdom, hope and visions in their daily lives. 
I bought all the videos, photos, music, and subtitles or used donated works. 
I won't let them down because their donation is precious.
Please let me know if I made any mistakes.
Thank you.

* Major in International relations, MBA (Master of Business Administration), 10 years of global business, participation in military command operations as an officer
",119000,180,54337744
리액션 영상,리액션애호가,UCebD7TjJgV78APeyYyqkPLw,"본 채널은 주로 스트리머 반응 및 리액션 모음 영상을 올리는 채널입니다
애니메이션 / 영화 / 드라마 등 장르 가리지 않고 다양한 리액션 영상 업로드 예정입니다.

저작권을 준수하기 위해 OTT 원본 영상은 제공하지 않으며, OTT에서 영상을 시청하면서 리액션 영상을 보는 것을 추천드립니다.

영상 삭제를 원하시는 분께서는 스트리머 본인 또는 MCN임을 확인할 수 있는 인증 자료와 함께 이메일로 삭제 요청을 보내주시기 바랍니다.
이메일로 요청해 주시면 신속히 처리해 드리겠습니다.

문의: cpsbhandup1@gmail.com",7870,201,3706146
리액션 영상,리액션나이트 ReactionNight,UCkEqruFVvS1R2ywpFvfD1Xg,"안녕하세요 여러분! 
이 채널에서는 리액션 영상에 스토리를 더해 한국 음악과 뮤지션에 대한 이해를 높이고, 해외 리액터들의 감동적인 반응을 공유해요. 리액션영상들을 통해 해외 팬들의 한국사랑을 확인해볼 거예요. 💕

Hey everyone! 🌸
On this channel, we're adding stories to reaction videos to deepen your understanding of Korean music, musicians, dramas, and actors, as well as sharing touching reactions from international reactors. Let's explore the stories and passion of musicians and actors, feeling the depth of music and videos together.
",60300,252,23761202
리액션 영상,고기반찬모음,UCnTzaBKFFgqHgqkU1zancew,,14400,66,12573458
리액션 영상,[리하미]리액션하는아미,UC2AcnBXKXyzmAtd4L9wKIqA,"다양한 그룹의 뮤비,무대리액션 영상을 찍는 아미 리하미 입니다!구독,좋아요 눌러주시고 사랑합니다!",2,3,259
리액션 영상,리액션맛집TV-저장소,UCLD2aUEVIx99DYjYjd0TXwQ,"안녕하세요 리액션 맛집입니다.

기존에 편집해놓은 영상을 보고싶어하시는 분들이 많이 계신것 같아 이곳에 모두 저장해놓겠습니다.

F2QF24@AICOMPANY
",21800,206,13630486
리액션 영상,양덕 리액션,UCYs25L1wVUeNk1W56bmJ3Nw,"해외 애니메이션 리액션 유튜버들의 영상을 한국어 자막과 편집을 추가하여 소개합니다

오역이 난무할 수 있습니다, 양해 부탁드립니다

번역 관련 피드백 환영합니다

재밌게 봐주시면 감사하겠습니다



I post videos with the utmost care so as not to cause any inconvenience
All rights belong to the rights holders 
If you feel that you have been inconvenienced, please contact me at the following address to point out the offending part, and if possible, I would be grateful if you could let me continue to post videos within the scope of compliance
I have no intention of causing any inconvenience to your work 
Please do not hesitate to contact me as below
Contact : 《globaleact79@gmail.com》

",1220,8,201081
리액션 영상,한갱,UCuXbEZBpB681TrXAeusmHrQ,- 비즈니스 문의: hankyungs2@naver.com,209000,108,14029660
리액션 영상,톡! 리액션 클래식,UCK-Cyk_Cuxc5NSvLkNs4PIA,"톡! 리액션.zip의 레전드 리액션 아카이브 🎞  
웃긴 장면, 감동 순간, 놓치면 후회할 클래식 모먼트만 쏙쏙!  
옛 예능 속 반응, 지금 다시 봐도 레전드🔥  
구독하고 매일 꿀잼 리액션 회상하세요!

📌 본 채널은 수익 창출을 목적으로 운영되지 않습니다.  
📌 영상에 사용된 모든 콘텐츠의 저작권은 해당 제작자(방송사/콘텐츠 소유자)에게 있습니다.


📩 비즈니스 문의: leebeegle@naver.com
",10,3,23813
리액션 영상,멍웃겨 리액션,UCjJw9ivif6noytw_Bb0V7rw,"제 드립...제 목소리..제 편집 스킬로 재밌는 영상을 만들어 보여드리는 채널입니다. 하루하루 재밌는 영상 보며 오늘도 웃으며 넘겨 보아요.

",163000,700,104185672
리액션 영상,영상리액션봇,UCVKRNyIbsDnIa6QFVOUGyVw,,0,1,76
리액션 영상,문월유튜브,UCtp1okjd3xQAhPNY8Wgt_Fg,,253000,219,73655227
리액션 영상,다미의 리액션 (Damy's Reaction),UCZY7KBKUmcomk6vhNtm4o_w,"이 채널은 우리나라 문화를 많이 알리고 싶어서 만든 채널로, 케이팝(k-pop), 케이드라마(k-drama), 케이영화(k-movie)등등 다양한 분야를 다루며 리액션(reaction) 하는 영상을 찍습니다. 

두살 무렵 독일로 이민을 와서 한국말이 조금 서툴더라도 귀엽게 봐주세요. 감사합니다.",18,5,1250
리액션 영상,리액션빵,UCsKCysQATkEXQ8EokuX7k1Q,"My 채널.예 come주셩서, 감사합니다🥵",0,1,562
리액션 영상,리액션 모음,UCQdbWMZ7mKewNb8jbHAW6Hw,케이팝을 위대하게!,766,25,3457000
리액션 영상,김봉준 풀영상,UCP-KRZsIkIqww2jIdrciu2g,"광고문의 kimz0608@naver.com

숲 스트리머 김봉준 공식 풀영상 채널 
봉준 풀영상 입니다
광고문의는 kimz0608@naver.com으로 메일주시면 가장빠른 답변을 받으실 수 있습니다!

",165000,4528,217569945
리액션 영상,원정상,UCs2yuJwlg2TsOtUeDSZF3_g,"소통방송을 주로 하고 있는 원정상입니다 구독하면 매일 영상 올라옵니다!

[트위치TV] https://www.twitch.tv/swon5274
[페이스북] 원정상 
[인스타그램] https://www.instagram.com/swon5274/",535000,2315,873733397
리액션 영상,리액션하고 갑시다dum,UCc7bDKScFa7tljv0zrG74mg,,6,5,762
리액션 영상,톡! 리액션,UCDtJSMj6tzsoznYBdo1MjMQ,"📺 방송 속 찐리액션, 예능 명장면만 골라 담은  
1분 쇼츠 채널 [톡! 리액션.zip]입니다.

🎬 여배우 리액션 / 예능 몰입짤 / 웃긴 방송 장면 등  
짧고 강력한 리액션 영상, 매일 업로드!

📩 비즈니스 문의: leebeegle@naver.com  
📌 요청 시 원작자 표기 및 영상 삭제 즉시 조치합니다.

9275C7@AICOMPANY",12,13,37899
리액션 영상,리액션봇,UC3Th_L8n2mECyWnmCWGv4tg,,7,20,1869
리액션 영상,동해액션리액션주짓수,UCmaW_2ARkmDfaDmXCPSWUWA,,43,2,1646
리액션 영상,이유있는영상,UCbs5PGhSSkpxg1Ak0MIAESw,"현직 연출감독의 직업 스토리, 영상제작의 꿀팁 정보를 찾아 볼 수 있고 요즘 Hot한 뮤비 정보와 리액션까지!
광고 및 협업 문의는 snpfilm@naver.com 로 부탁드립니다",69600,243,18882303
리액션 영상,루카의 리액션 채널! Luca's Reaction Channel,UCNf2lhSZUpvJJ507eBy368w,"안녕하세요!
루카입니다.
이 채널은 대부분 마인크래프트 / 로블록스 영상들에 리액션을 하려고 하는 평범한 중3입니다.
잘 부탁드립니다.
",0,1,3
리액션 영상,여고생리액션,UCdvb1ucyz1GBwybJY9edE9g,,0,4,5
리액션 영상,NORITO TV [방탄소년단 리액션],UCuvnZElaSIi-QBwzfpJz3pQ,"We post BTS REACTION every week!!! 💜
",19100,276,27935481
리액션 영상,리액션,UCskmEoU72o6yxbMcfUaPygw,,22,32,21109
리액션 영상,왁타버스 리액션즈,UCYYU9m8BDF_BOK7NUcOgb3g,"이세돌 & 우왁굳 반응 볶는 이파리들
",7700,1,33843
리액션 영상,주원지유2,UCYFJbyfgvKdVlFlrBxuqfxg,"주원지유 축구리액션 ,축구리액션 모아보기,생일파티 그외에 다양한 영상들을 올리는 채널입니다 주원지유2!!(주원지유 1도 포함)",47,23,106
리액션 영상,Christian Reaction 크리스천 리액션,UC_c9Z1psZsllEmWJ-5rfvNQ,안녕하세요! 저는 호주에서 온 마이클입니다! 처음 뵙겠습니다! ^^,3510,75,1018293
리액션 영상,The Princess,UCstmx3IvJQvqhUJybYgdGUQ,"본 채널에서는 광고 수입이 발생하지 않습니다. 지속적인 해외리액션 영상 제작을 위해 여러분의 후원이 절실합니다.
https://www.patreon.com/ThePrincess54
멤버쉽에 가입하시면,  무빙, 이상한 변호사 우영우, 더 글로리, 오징어게임, 지우학 등 추가로 저장되어 있는 영상들을 시청하실 수 있으며, BGM이 수정되거나 끊기지 않은 오리지널 사운드의 해외리액션 영상들을 감상하실 수 있읍니다.
감사합니다.
https://patreon.com/ThePrincess54
",22900,33,7713010
리액션 영상,영 드 애 리액션,UC_wP5l4mgLCTulhOnN9fwRw,영화 드라마 애니 리액션,18100,138,7730832
리액션 영상,상덕,UCksGX0hODm1Ev6mysrToMqg,광고 및 모든 문의 : starfish@starfishentertainment.co.kr,42300,1533,31212130
리액션 영상,예상치 못한 필름,UCpCDVbUD-3-A_SIfHuGNdFA,"예상치 못한 필름 
유튜브 코미디 쇼
unexfilm@metacomedy.net


",836000,186,196892855
정치 유튜버,슈퍼me소녀,UC73nYbP6mWuDLaDwwtSh6vQ,고품격 시사풍자 유튜브를 지향하는 미소녀가면입니다~!!!,209000,0,0
정치 유튜버,슈카월드,UCsJ6RuBiTVWRX156FVbeaGg,"각종 문의 : ad@syukafriends.com으로 부탁드립니다.
경제, 금융을 기반으로 달리는 방송!
정치는 아주. 전혀. 대단히. 모릅니다. 
누군가를 비판하거나 비난하지 않도록 노력하겠습니다.
실수가 있더라도 너그럽고 재미있게 봐주세요.
감사합니다.

",3580000,1979,1370684746
정치 유튜버,정치타파TV,UCf9Y57wXEh_sSe__LqE2cxw,"*깨어있는 민주시민 정치타파 유튜버 🚩ARS 정기/일시 후원 가입 1877-1427 (가입 독려)
억강부약ㆍ대동세상 나아가는 길 여러분과 함께합니다.

정치타파TV 굥석열 정권의 탄압으로 유튜브로부터 수익 창출 전면 중단되었습니다.
죄송한 말씀 드리지만 계좌 후원이 정치타파에게 힘이됩니다.
(아래 계좌 후원, 투네이션으로 후원 부탁드립니다.)

🚩ARS 정기/일시 후원 가입 1877-1427

🚩해피나눔 정기회원 가입
https://www.ihappynanum.com/Nanum/B/69LOJU79MU

자발적 시청료 
🚩519-000881-01-012 기업은행 장*호  
🚩3333-28-8179851 카카오뱅크 장*호

🚩페이팔 후원: PayPal.Me/jmh1004 소중한 후원 감사합니다.
​
🚩투네이션 후원 (슈퍼챗 비슷)
https://toon.at/donate/jeongchitapa 

🚩THE 착한 보험 클리닉’(상담시 정치타파TV 말씀하세요) 보험에 대한 모든것
상담 예약은 010-7612-3303번이고 카카오톡 채널 더 착한 보험 클리닉 검색하시면 24시간 상담 예약 가능 합니다.

",250000,3890,133214440
정치 유튜버,알간지Alganzi,UC4wMRlYVDQqPbIMZb-DqH1A,"알고보면 간단한 지식을 전합니다.
비즈니스 문의 : alganziwork@gmail.com
팬아트 보내는 곳 : alganzi55@gmail.com
www.alganzi.com",1140000,630,220513719
정치 유튜버,정치쉽단,UC2mh3isUlxcxh4KshnuRxHw,정치가 쉽고 재밌다! 10분 순삭 시사 방송!,469000,1188,155731828
정치 유튜버,[팟빵] 매불쇼,UCMYhq9OyGI5UEz_NTAoHY7A,"고품격 예능 콘텐츠!
압도적 재미 매불쇼!
세상의 모든 이야기를 재미로 풀어내는 국내 유일 버라이어티 쇼!

압도적 재미, 매불쇼는 
매주 (월~금) PM 2시~4시 팟빵앱을 통해 라이브로 들을 수 있습니다.
라이브 파일은 당일 밤 팟빵에 업로드됩니다. 

[매불쇼]는 오디오 플랫폼 ㈜팟빵이 제작하는 오리지널 프로그램입니다. 

매불쇼 팟빵 채널: https://www.podbbang.com/channels/16898
문의: mbshow@podbbang.com
팟빵: https://m.podbbang.com

광고 문의 : ad@podbbang.com
출연, 사연 등 기타 문의 : mbshow@podbbang.com
또는 인스타그램 @maebulshow 메시지 주세요 :)

ⓒ팟빵 Corp ALL RIGHTS RESERVED
",2540000,2823,1619888274
정치 유튜버,제이컴퍼니_정치시사,UCZcKfUzxlBXNyAX_mVRTTlQ,,212000,1078,48838670
정치 유튜버,픽플러스,UCvJnb0ty7RpquJKouRBeEzQ,"A급 중고차 수출회사의 B급 자동차컨텐츠

※내 차를 파는 새로운 방법 중고차수출※
https://www.pickplus.net/

※ 비지니스 문의 ※

info@pickplus.net",754000,1158,935635049
정치 유튜버,이재명,UCNJM6dqu70Qr6VaseiW1Org,"#이제부터진짜대한민국 #지금은이재명
",1440000,3758,310402834
정치 유튜버,지식의 칼,UC4m8f3vD6AgN07EBYBLX-ZA,"당신의 자유를 지지합니다. 지식의 칼.



문의, 제안, 제보 : CarlofKn@gmail.com


IDXA54@AICOMPANY",559000,1477,183637979
정치 유튜버,윤석열,UCcl16CxYqlbKQJVCfdhSJVw,제20대 대통령 윤석열입니다.,749000,3538,155444413
정치 유튜버,TV홍카콜라,UCfmicRK2-WdZMVQDrfcitLA,홍준표 YOUTUBE 채널,759000,1934,307961016
정치 유튜버,샤적인 정치,UCiiKP1mkJTlV93z16zE3DyQ,"샤대 정외생들의
사적인 정치 이야기",403,29,24850
정치 유튜버,열린공감TV,UC4y2Jx26qCb7CrSt_i5bf1A,"(주)열린공감TV는 유튜브채널 '열린공감TV'를 통해 정치, 시사, 사회, 문화, 국제 이슈 등을 다룹니다.
유튜브채널 '탐사저널ON'을 통해서는 탐사취재를 전문으로 보도합니다.

◼ 후원계좌 : 우리은행 1005-704-387412
◼ 후원계좌 : 국민은행 787201-04-247879
◼ ARS 후원 : 1877-0809 / 1877-9503
◼ 해피나눔 : https://www.ihappynanum.com/Nanum/B/CQ4U04MFOL

◼ 【구독】 과 【좋아요】 【알림설정】 부탁드립니다.
'좋아요' 클릭은 더 많은 시청자분들이 시청하실 수 있게 합니다.
◼ 채널 맴버 : https://www.youtube.com/channel/UC4y2Jx26qCb7CrSt_i5bf1A/join
◼ 제보하기 : newix7700@gmail.com
◼ 틱톡 : https://www.tiktok.com/@tv4544?_t=8nSXln4C83d&_r=1
◼ 인스타 : https://www.instagram.com/officialopenmindtv/
◼ 트위터 : https://x.com/openmindtv_
 
◼ 구독하기 : https://www.youtube.com/c/열린공감TV/
◼ 주제곡 : Call for backup song by EXPERIA

◼ 열린공감TV 영상물은 공유 및 소스코드 배포에 한해 허용합니다.
◼ 열린공감TV 이렇게 만들어 가겠습니다.
https://www.youtube.com/watch?v=WJv7N9BIf58
",1080000,2156,280197053
정치 유튜버,정치틀딱이,UCrLUYFrLTIyM8THxCc9J9XQ,"정치 시사를 아주 맛깔나게 틀딱틀딱
CONSALAD@BP26OY6",27800,40,15491266
정치 유튜버,김어준의 겸손은힘들다 뉴스공장,UCAAvO0ehWox1bbym3rXKBZw,"김어준의 겸손은힘들다 뉴스공장 월 - 금 오전 7시 5분 
홍사훈쑈 월 - 금 오후 4시 
이재석의 내 그럴 줄 알았다 월 - 금 오후 6시
주기자 라이브 화 - 목  밤 11시 
탁현민의 더 뷰티플 토-일 오전 10시


겸손 멤버십 가입: www.ihappynanum.com/Nanum/B/3FGCZ0V0KK
제보 및 문의: newsfactory2023@gmail.com
인터뷰 전문과 방송내용 확인: http://humblefactory.co.kr

#김어준 #겸손은힘들다 #뉴스공장
",2150000,1463,1131191482
정치 유튜버,최강욱TV,UCxCIsoyPUWY_A_007CqdFXQ,"* 유료 구독 후원계좌
카카오뱅크 3333-08-2670743 최강욱
(금액과 횟수 제한이 없는 부정기적 후원이 가능합니다. 금액별 정기 구독은 멤버십 가입을 통하시면 됩니다.)

관심과 성원에 진심으로 감사드립니다!

* 멤버십 정기구독(아래 링크를 통해 가입하시면 됩니다)
https://www.youtube.com/channel/UCxCIsoyPUWY_A_007CqdFXQ/join
",511000,509,28252322
정치 유튜버,정치시트콤,UC8YzUPxiQT9mjhBsj6kCYkA,"정치관련 뉴스와 예능에 재밌있는 부분을 모아 소개하는 유튜브 채널입니다. 
개그보다 더 웃긴 정치 뉴스를 만나보세요.

구독과 좋아요는 유튜버를 춤추게 합니다.
",191,8,67997
정치 유튜버,정치유감,UC_LI11UMIziSEk64Lg8MLDw,"국내 정치 문제를 다루고 우리 사회를 개선하기 위한 해결책에 대한 생각을 공유하기 위해 채널을 만들었습니다. 또한 이 채널은 국내 정치 상황에 대한 건설적인 대화와 비판적 사고를 위한 공간으로 만드는 것이 목적입니다.

이 채널의 컨텐츠는 분명한 자료와 분석을 기반으로 하며, 이슈에 대해 균형있는 시각을 견지하기 위해 노력합니다.

가장 큰 목표는 우리가 직면한 문제를 단순히 비판하거나 불평하는 것이 아니라 실질적인 변화로 이어질 수 있는 해결책을 제시하는 것입니다. 서로를 존중하는 대화를 통해 보다 공정하고 평등한 사회를 만들수 있다고 믿습니다.

우리가 직면한 현실에 대한 정확한 인식과 앞으로 나아가기 위한 실질적인 해결책을 찾기 위해 이 채널에 지지를 보내주세요. 
",243000,486,66179585
정치 유튜버,국민의힘TV,UCGd1rNecfS_MND8PQsKOJhQ,"국민 앞에 하나!  대한민국 유일 정통보수정당 '국민의힘' 공식 유튜브 채널입니다.

국민의 힘으로 대한민국의 역사와 미래를 지키겠습니다.",481000,11068,147127301
정치 유튜버,열린민주TV,UCrEv3RPvqh-RVxEq6SombXg,"열린민주TV는 더불어민주당의 대선 승리와 정치 개혁을 위해 최선을 다 하겠습니다.

- 앞으로, 제대로 / 나를 위해, 이재명 -
",114000,612,11341547
정치 유튜버,정치명사수,UCMLUdfMVNi1kqeWm6Gg27wQ,"청소년 정치 유튜버입니다.

최근 국내 정치 소식만 쇼츠 영상으로 쉽고 빠르게 전달해드리고 있습니다!",449,110,96007
정치 유튜버,정치파랑새,UCXizVvs2c7LtFZAu25sK5Fg,"삐리삐리 파랑새, 오늘도 좋은 소식 물고 왔습니다
",685000,248,104061828
정치 유튜버,장혜영,UCGdB-lgTS2sOhJIxgP550qw,"장혜영의 공식 유튜브 채널입니다.

그 전에는 도대체 이해 안 가는 세상을 그래도 이해해보고자 노력하는 둘째언니의 유튜브 채널...이었다가 이제는 그 세상을 뜻 맞는 사람들과 함께 조금이라도 직접 바꿔보기 위해 노력하는 정치인의 채널로 5년째 운영중입니다. 저는 지금 21대 국회 정의당 국회의원, 현 정의당 마포구 지역위원장으로 활동하고 있습니다.

트위터 
https://twitter.com/janghyeyeong

인스타그램
https://www.instagram.com/serious_sister/",40500,344,8198175
정치 유튜버,MBC 라디오 시사,UCTTmtS2ljy1vyl_s-d_LEHQ,김종배의 시선집중 / 권순표의 뉴스하이킥 / 정치人싸  / 주말 김치형의 뉴스 하이킥 / 성지영의 뉴스바사삭,1720000,25562,1814684665
정치 유튜버,정재영,UCz8HFdLQ70WNDrJddLESphg,,169000,118,10426509
정치 유튜버,정치유,UC954FBwAIrzzGl1tyzf_QXQ,"정치 당신의 생각은 유?
정치관련 더불어민주당 국민의힘 조국혁신당 등등 여야 가리지않고 다양한 뉴스 소식을 영상 업로드 하고있습니다
많은 사랑 받는 정치 뉴스 속보 유튜브 채널이 되기 위해 항상 노력하겠습니다
정치유튜버 정치유! 기억해주세요

저에게 하고 싶은 말이 있으신가요?
카톡 N1N9
",46900,363,45288347
정치 유튜버,강성범tv,UCMNGwNS4yCEsCCyu2soQDrQ," 봐도 되는 뉴스 강성범TV
🎁강성범TV 후원계좌: 신한은행 110 - 091 - 752604 예금주:강성범(강성범TV)
🎁 멤버십 가입: https://www.youtube.com/channel/UCMNGwNS4yCEsCCyu2soQDrQ/join
🎁강성범TV 광고 문의 :  supergol7408@hanmail.net 
🎁검색창에 강성범tv수다몰





",685000,1654,186082575
정치 유튜버,꽃보다전한길,UC2lc3tQ-Kk8WaFCUfoKwYKQ,"한길쌤 저서 https://bit.ly/3N2ae1H
문의사항 : jeonhangil@hanmail.net


",1250000,554,376251935
정치 유튜버,델리민주 [더불어민주당],UCoQD2xsqwzJA93PTIYERokg,"늘 국민과 함께하는
더불어민주당 공식 유튜브 채널 델리민주입니다.

-
과거 영상
🔵 민주당 영상아카이브1 https://youtube.com/c/minjoodang
🔵 민주당 영상아카이브2 https://youtube.com/user/minjootv
",460000,6517,111029354
정치 유튜버,김지윤의 지식Play,UCXql5C57vS4ogUt6CPEWWHA,"#국제정치 #미국문화 #역사
MLB 광팬, Jazz 매니아 김지윤 박사가
역사, 인문, 영화, 음악, 미국 정치까지 
깨알같이 풀어드립니다.
",1220000,318,123927761
정치 유튜버,지식한입,UCi9Sl8GnFdYoqEVXnojBPJw,"바쁜 세상, 한 입 정돈 괜찮잖아요

. 비즈니스 문의 : scopepublic@naver.com
. 인스타그램 : https://www.instagram.com/hanip_reels
. 틱톡 : https://www.tiktok.com/@hanip.official

. 업로드 일정 : 매주 토요일 오전 11시
. 욕설, 혐오 및 차별 표현, 타인에 대한 공격, 가짜 뉴스, 링크 등이 포함된 댓글은 삭제됩니다.

. 영상 편집 툴 : Premiere Pro, After Effect
. Ending BGM : Feeling Alright - Gavin Luke
",1430000,302,221407786
정치 유튜버,빠른정치유튜버,UCFqNxFvfUXKUAkZ47W0CFiQ,자유민주주의 팬,77,26,128831
뉴스 요약,요약뉴스코리아,UCENRlJhzBVNhlwLlJRkAgag,"뉴스를 요약해드립니다!
",1710,0,0
뉴스 요약,위메조의 5분 뉴스 보기,UCvOwXY-JPdiXVSkuRuB3WkQ,"바빠도 너무나 바쁜 당신,
오늘 하루 세상이 어떻게 돌아 가는지 알고 지내시는 지요?

단 5분만 투자하여 주시면 오늘 하루 뉴스를 요약 정리하여 드립니다.

많은 시청과 구독은 너무나 감사드립니다.

본 채널에서 발췌하여 제공하는 뉴스 컨텐츠는 아래의 방송사에서 제공하는 것입니다.
상세한 뉴스는 각 방송사의 홈페이지에서 시청하실 수 있습니다.
   * KBS (대한민국 대표 공영미디어)  https://news.kbs.co.kr
   * SBS (함께 만드는 기쁨)  https://news.sbs.co.kr
   * YTN (대한민국 24시간 뉴스 방송채널)  https://www.ytn.co.kr
",6910,1983,550706
뉴스 요약,뉴스요약TV[News Summary TV],UCS7h55gPKNZR7BnoMgST5mA,"shortsmusic@ZTAoYQ

안녕하세요, 뉴스 요약 TV입니다!

이 채널은 매일매일의 중요한 뉴스를 빠르고 간결하게 전달하는 것을 목표로 합니다. 바쁜 일상 속에서도 놓치기 쉬운 최신 뉴스를 요약하여, 짧은 시간 내에 중요한 정보를 쉽게 얻을 수 있도록 도와드립니다.

주요 콘텐츠:

하루의 주요 뉴스 요약

경제, 정치, 사회, 문화 등 다양한 분야의 뉴스

특별한 사건과 이슈에 대한 심층 분석

시청자 참여형 콘텐츠 및 Q&A 세션

저희 채널과 함께 최신 뉴스와 정보를 가장 빠르게 만나보세요! 좋아요와 구독을 눌러주시면 매일매일 중요한 뉴스를 놓치지 않고 받아보실 수 있습니다.  ",56,27,22588
뉴스 요약,일간 뉴스 요약,UCSI26_DgFKjtgJRllaLvD4A,,835,102,127105
뉴스 요약,일분뉴스요약,UCm0o4jqUTZtuW5JqAB3OYmg,"바쁜현대인을 위한 1분안에 전하는 뉴스소식

",168,27,119304
뉴스 요약,1분요약뉴스,UCcXx_27k7-D0-pULHyc3bGQ,"📰 1분 요약 뉴스 — 바쁜 당신을 위한 핵심 뉴스 정리
정치, 경제, 사회, 국제 뉴스까지
꼭 알아야 할 주요 이슈를 1분 영상으로 빠르게 전해드립니다.
구독은 마음의 여유입니다 :)

https://www.youtube.com/@1MSSNEWS?sub_confirmation=1
F95SHP@AICOMPANY
",8,8,12155
뉴스 요약,뉴스 요약,UCctUkfw1F1mL-kFPd8aBOQw,뉴스 요약: 한국과 세계 스포츠 소식을 전합니다,2,25,1946
뉴스 요약,미국 주식 데일리 news 뉴스 번역 요약,UCRlFAu_BDRHpRWwe0PQ1g9Q,"매일 미국 주식 관련 뉴스를 번역/요약해 올립니다.
구독, 좋아요, 알림설정 해 두시면 매일 시장 뉴스를 받아보실 수 있습니다.
알고 싶은 품목을 남겨주시면 뉴스 올려드리겠습니다!!

",8,22,1573
뉴스 요약,뉴스땃쥐 – AI 그림으로 보는 30초 뉴스 요약,UC7VitRWS61h3Rgie0gsBRMw,"뉴스땃쥐는 실시간 이슈와 뉴스를 AI 이미지로 요약하는 채널입니다.  
과거에는 AI 그림 콘텐츠도 함께 실험했으며, 일부 영상은 그대로 유지하고 있습니다.

AICOMPANY@3PN3DR",626,76,436074
뉴스 요약,오늘의 출근길 뉴스요약봇  ,UCkEdcFCDrarAlNH8GuKR_XA,"오늘의 출근길 뉴스 요약 
20~50대 직장인, 출퇴근 시간 짧게 듣고 싶은 사람

지식, 정보, 정보의바다, 지식정보공유, 다양한 지식정보, 생활의 지혜 ",1,8,2045
뉴스 요약,대한요약소,UCelZKWV8veYGHcufRJmLehQ,"대한요약소는 대한민국의 최신 뉴스를 매일 빠르고 정확하게 전달합니다.
주요 이슈를 요약하고, 핵심 포인트만 짚어드리는 뉴스 요약 전문 채널입니다.
하루 1분, 당신의 뉴스 루틴을 책임집니다.
구독하고 알림을 설정하시면 매일 아침 주요 소식을 만나실 수 있습니다.
",10,11,5095
뉴스 요약,뉴스채널,UCnsP-3J85KkxsAxj5O-qj2Q,"언론에선 안 다루는 국제 뉴스!! 크럭스 뉴스채널은 전합니다!
진짜 중요한 외신만 1분 안에!!
최신 경제 뉴스부터 과학, 우주 소식까지!!
크럭스 뉴스팀이 직접 선별하고 조사해 여러분께 선보이는
파이낸셜 타임즈, 블룸버그, 월 스트리트 저널, 뉴욕타임즈 등 해외 외신 핵심 요약!!
",6910,1228,5931971
뉴스 요약,아침 3분 뉴스 요약 만만쌤,UCBE8BEB8wjZ_xkQkpaNs57Q,"저의 유투브는 경제 소식, 사회 이슈, 소비자 트렌드등을 주된 뉴스 요약으로 함.
정치 뉴스는 제외합니다. 

",1,1,1
뉴스 요약,오늘의요약뉴스,UCSm1bwydZ9qlaYLXzAPovOg,.,49,144,98412
뉴스 요약,미국뉴스요약,UCLeOK4LLGWVpqF6MVgzyywA,미국의 최신 주요 기사를 번역/요약합니다.,200,352,206633
뉴스 요약,오선의 미국 증시 라이브,UC_JJ_NhRqPKcIOj5Ko3W_3w,"매일 평일 밤 9시에서 새벽 5시까지
현지 미국 증시 소식을 생생하게 라이브로 전달합니다!!!

라이브 방송에서 만나요!

Since 2019

비지니스 문의: futuresnow3@gmail.com


※ 모든 라이브 영상은 게재 3개월 후 비공개 전환됩니다.

",645000,744,116957587
뉴스 요약,오늘의 뉴스 요약,UCOZYhzHr-jNljorRtf6TWXQ,BQ6VEA@AICOMPANY,16,60,3655
